candidate,property,T,R_A,R_B,n_subsamples,full_delta,full_verdict,mean_delta,deviation_from_full,across_subsample_sd,mean_ci_width,verdict_agreement,sign_agreement
meta.llama4-maverick-17b-instruct-v1-0,label_agreement,40,2,5,40,-0.128988,rejected,-0.125312,0.003676,0.029603,0.263959,0.025,1.0
meta.llama4-maverick-17b-instruct-v1-0,label_agreement,40,3,2,40,-0.128988,rejected,-0.102187,0.026801,0.025771,0.216053,0.0,1.0
meta.llama4-maverick-17b-instruct-v1-0,label_agreement,40,3,3,40,-0.128988,rejected,-0.120208,0.00878,0.035209,0.227638,0.05,1.0
meta.llama4-maverick-17b-instruct-v1-0,label_agreement,40,3,5,40,-0.128988,rejected,-0.12925,-0.000262,0.031326,0.218647,0.175,1.0
meta.llama4-maverick-17b-instruct-v1-0,label_agreement,40,5,2,40,-0.128988,rejected,-0.108313,0.020676,0.025704,0.207968,0.05,1.0
meta.llama4-maverick-17b-instruct-v1-0,label_agreement,40,5,3,40,-0.128988,rejected,-0.136125,-0.007137,0.02965,0.211201,0.25,1.0
meta.llama4-maverick-17b-instruct-v1-0,label_agreement,40,5,5,40,-0.128988,rejected,-0.142525,-0.013537,0.025778,0.207026,0.375,1.0
meta.llama4-maverick-17b-instruct-v1-0,label_agreement,40,8,2,40,-0.128988,rejected,-0.093996,0.034993,0.034168,0.185283,0.0,1.0
meta.llama4-maverick-17b-instruct-v1-0,label_agreement,40,8,3,40,-0.128988,rejected,-0.120171,0.008817,0.026714,0.195898,0.1,1.0
meta.llama4-maverick-17b-instruct-v1-0,label_agreement,40,8,5,40,-0.128988,rejected,-0.128058,0.00093,0.031653,0.192678,0.3,1.0
meta.llama4-maverick-17b-instruct-v1-0,label_agreement,60,2,2,1,-0.128988,rejected,-0.104167,0.024821,0.0,0.233423,0.0,1.0
meta.llama4-maverick-17b-instruct-v1-0,label_agreement,60,2,3,1,-0.128988,rejected,-0.125,0.003988,0.0,0.211842,0.0,1.0
meta.llama4-maverick-17b-instruct-v1-0,label_agreement,60,2,5,1,-0.128988,rejected,-0.128333,0.000655,0.0,0.214749,0.0,1.0
meta.llama4-maverick-17b-instruct-v1-0,label_agreement,60,3,2,1,-0.128988,rejected,-0.102778,0.02621,0.0,0.185943,0.0,1.0
meta.llama4-maverick-17b-instruct-v1-0,label_agreement,60,3,3,1,-0.128988,rejected,-0.124074,0.004914,0.0,0.188055,0.0,1.0
meta.llama4-maverick-17b-instruct-v1-0,label_agreement,60,3,5,1,-0.128988,rejected,-0.132222,-0.003234,0.0,0.174328,1.0,1.0
meta.llama4-maverick-17b-instruct-v1-0,label_agreement,60,5,2,1,-0.128988,rejected,-0.111667,0.017321,0.0,0.168747,0.0,1.0
meta.llama4-maverick-17b-instruct-v1-0,label_agreement,60,5,3,1,-0.128988,rejected,-0.133333,-0.004345,0.0,0.174995,1.0,1.0
meta.llama4-maverick-17b-instruct-v1-0,label_agreement,60,5,5,1,-0.128988,rejected,-0.14,-0.011012,0.0,0.168596,1.0,1.0
meta.llama4-maverick-17b-instruct-v1-0,label_agreement,60,8,2,1,-0.128988,rejected,-0.099405,0.029583,0.0,0.164508,0.0,1.0
meta.llama4-maverick-17b-instruct-v1-0,label_agreement,60,8,3,1,-0.128988,rejected,-0.121627,0.007361,0.0,0.168409,0.0,1.0
meta.llama4-maverick-17b-instruct-v1-0,label_agreement,60,8,5,1,-0.128988,rejected,-0.128988,0.0,0.0,0.169446,1.0,1.0
meta.llama4-maverick-17b-instruct-v1-0,cited_span_set_agreement,10,2,2,40,-0.403069,rejected,-0.439323,-0.036253,0.15066,0.584729,0.65,1.0
meta.llama4-maverick-17b-instruct-v1-0,cited_span_set_agreement,10,2,3,40,-0.403069,rejected,-0.491292,-0.088222,0.164759,0.595538,0.7,1.0
meta.llama4-maverick-17b-instruct-v1-0,cited_span_set_agreement,10,2,5,40,-0.403069,rejected,-0.475167,-0.072097,0.137873,0.5868,0.7,1.0
meta.llama4-maverick-17b-instruct-v1-0,cited_span_set_agreement,10,3,2,40,-0.403069,rejected,-0.449236,-0.046167,0.131646,0.535459,0.9,1.0
meta.llama4-maverick-17b-instruct-v1-0,cited_span_set_agreement,10,3,3,40,-0.403069,rejected,-0.443171,-0.040102,0.123227,0.533882,0.925,1.0
meta.llama4-maverick-17b-instruct-v1-0,cited_span_set_agreement,10,3,5,40,-0.403069,rejected,-0.431317,-0.028247,0.125972,0.538442,0.8,1.0
meta.llama4-maverick-17b-instruct-v1-0,cited_span_set_agreement,10,5,2,40,-0.403069,rejected,-0.423417,-0.020347,0.110103,0.519614,0.9,1.0
meta.llama4-maverick-17b-instruct-v1-0,cited_span_set_agreement,10,5,3,40,-0.403069,rejected,-0.394988,0.008082,0.124777,0.509591,0.825,1.0
meta.llama4-maverick-17b-instruct-v1-0,cited_span_set_agreement,10,5,5,40,-0.403069,rejected,-0.387988,0.015082,0.11794,0.497466,0.825,1.0
meta.llama4-maverick-17b-instruct-v1-0,cited_span_set_agreement,10,8,2,40,-0.403069,rejected,-0.376806,0.026263,0.104109,0.494381,0.85,1.0
meta.llama4-maverick-17b-instruct-v1-0,cited_span_set_agreement,10,8,3,40,-0.403069,rejected,-0.404112,-0.001043,0.120564,0.496154,0.875,1.0
meta.llama4-maverick-17b-instruct-v1-0,cited_span_set_agreement,10,8,5,40,-0.403069,rejected,-0.404585,-0.001515,0.13285,0.471589,0.925,1.0
meta.llama4-maverick-17b-instruct-v1-0,cited_span_set_agreement,20,2,2,40,-0.403069,rejected,-0.462786,-0.059717,0.085167,0.437471,0.975,1.0
meta.llama4-maverick-17b-instruct-v1-0,cited_span_set_agreement,20,2,3,40,-0.403069,rejected,-0.456698,-0.053628,0.095967,0.439659,0.975,1.0
meta.llama4-maverick-17b-instruct-v1-0,cited_span_set_agreement,20,2,5,40,-0.403069,rejected,-0.473081,-0.070012,0.078845,0.43874,0.975,1.0
meta.llama4-maverick-17b-instruct-v1-0,cited_span_set_agreement,20,3,2,40,-0.403069,rejected,-0.42066,-0.01759,0.086645,0.401652,0.975,1.0
meta.llama4-maverick-17b-instruct-v1-0,cited_span_set_agreement,20,3,3,40,-0.403069,rejected,-0.416458,-0.013389,0.089576,0.397791,1.0,1.0
meta.llama4-maverick-17b-instruct-v1-0,cited_span_set_agreement,20,3,5,40,-0.403069,rejected,-0.383703,0.019367,0.074785,0.383034,1.0,1.0
meta.llama4-maverick-17b-instruct-v1-0,cited_span_set_agreement,20,5,2,40,-0.403069,rejected,-0.416802,-0.013733,0.085449,0.379518,1.0,1.0
meta.llama4-maverick-17b-instruct-v1-0,cited_span_set_agreement,20,5,3,40,-0.403069,rejected,-0.415402,-0.012333,0.076466,0.374283,1.0,1.0
meta.llama4-maverick-17b-instruct-v1-0,cited_span_set_agreement,20,5,5,40,-0.403069,rejected,-0.400884,0.002185,0.086523,0.365411,1.0,1.0
meta.llama4-maverick-17b-instruct-v1-0,cited_span_set_agreement,20,8,2,40,-0.403069,rejected,-0.397915,0.005154,0.078935,0.366617,1.0,1.0
meta.llama4-maverick-17b-instruct-v1-0,cited_span_set_agreement,20,8,3,40,-0.403069,rejected,-0.412565,-0.009496,0.068982,0.359786,1.0,1.0
meta.llama4-maverick-17b-instruct-v1-0,cited_span_set_agreement,20,8,5,40,-0.403069,rejected,-0.396012,0.007058,0.07358,0.353894,1.0,1.0
meta.llama4-maverick-17b-instruct-v1-0,cited_span_set_agreement,30,2,2,40,-0.403069,rejected,-0.455243,-0.052174,0.060175,0.368841,1.0,1.0
meta.llama4-maverick-17b-instruct-v1-0,cited_span_set_agreement,30,2,3,40,-0.403069,rejected,-0.451093,-0.048023,0.06034,0.359041,1.0,1.0
meta.llama4-maverick-17b-instruct-v1-0,cited_span_set_agreement,30,2,5,40,-0.403069,rejected,-0.462325,-0.059256,0.053492,0.360104,1.0,1.0
meta.llama4-maverick-17b-instruct-v1-0,cited_span_set_agreement,30,3,2,40,-0.403069,rejected,-0.403287,-0.000218,0.054048,0.323844,1.0,1.0
meta.llama4-maverick-17b-instruct-v1-0,cited_span_set_agreement,30,3,3,40,-0.403069,rejected,-0.409398,-0.006329,0.048453,0.318267,1.0,1.0
meta.llama4-maverick-17b-instruct-v1-0,cited_span_set_agreement,30,3,5,40,-0.403069,rejected,-0.416687,-0.013618,0.054412,0.312552,1.0,1.0
meta.llama4-maverick-17b-instruct-v1-0,cited_span_set_agreement,30,5,2,40,-0.403069,rejected,-0.393854,0.009215,0.060898,0.310384,1.0,1.0
meta.llama4-maverick-17b-instruct-v1-0,cited_span_set_agreement,30,5,3,40,-0.403069,rejected,-0.416833,-0.013763,0.053939,0.305694,1.0,1.0
meta.llama4-maverick-17b-instruct-v1-0,cited_span_set_agreement,30,5,5,40,-0.403069,rejected,-0.396508,0.006561,0.052239,0.296865,1.0,1.0
meta.llama4-maverick-17b-instruct-v1-0,cited_span_set_agreement,30,8,2,40,-0.403069,rejected,-0.396787,0.006282,0.060628,0.301165,1.0,1.0
meta.llama4-maverick-17b-instruct-v1-0,cited_span_set_agreement,30,8,3,40,-0.403069,rejected,-0.40123,0.001839,0.057,0.30071,1.0,1.0
meta.llama4-maverick-17b-instruct-v1-0,cited_span_set_agreement,30,8,5,40,-0.403069,rejected,-0.398596,0.004473,0.045809,0.293742,1.0,1.0
meta.llama4-maverick-17b-instruct-v1-0,cited_span_set_agreement,40,2,2,40,-0.403069,rejected,-0.460482,-0.057412,0.035256,0.313414,1.0,1.0
meta.llama4-maverick-17b-instruct-v1-0,cited_span_set_agreement,40,2,3,40,-0.403069,rejected,-0.470885,-0.067816,0.047959,0.308396,1.0,1.0
meta.llama4-maverick-17b-instruct-v1-0,cited_span_set_agreement,40,2,5,40,-0.403069,rejected,-0.456945,-0.053875,0.035394,0.305312,1.0,1.0
meta.llama4-maverick-17b-instruct-v1-0,cited_span_set_agreement,40,3,2,40,-0.403069,rejected,-0.411406,-0.008337,0.047339,0.284804,1.0,1.0
meta.llama4-maverick-17b-instruct-v1-0,cited_span_set_agreement,40,3,3,40,-0.403069,rejected,-0.412182,-0.009112,0.040667,0.281,1.0,1.0
meta.llama4-maverick-17b-instruct-v1-0,cited_span_set_agreement,40,3,5,40,-0.403069,rejected,-0.420708,-0.017638,0.034395,0.273167,1.0,1.0
meta.llama4-maverick-17b-instruct-v1-0,cited_span_set_agreement,40,5,2,40,-0.403069,rejected,-0.406828,-0.003759,0.040089,0.271531,1.0,1.0
meta.llama4-maverick-17b-instruct-v1-0,cited_span_set_agreement,40,5,3,40,-0.403069,rejected,-0.391447,0.011623,0.037752,0.262212,1.0,1.0
meta.llama4-maverick-17b-instruct-v1-0,cited_span_set_agreement,40,5,5,40,-0.403069,rejected,-0.403883,-0.000814,0.048725,0.261337,1.0,1.0
meta.llama4-maverick-17b-instruct-v1-0,cited_span_set_agreement,40,8,2,40,-0.403069,rejected,-0.391735,0.011334,0.037351,0.266259,1.0,1.0
meta.llama4-maverick-17b-instruct-v1-0,cited_span_set_agreement,40,8,3,40,-0.403069,rejected,-0.403027,4.3e-05,0.030399,0.259098,1.0,1.0
meta.llama4-maverick-17b-instruct-v1-0,cited_span_set_agreement,40,8,5,40,-0.403069,rejected,-0.40478,-0.001711,0.039555,0.254895,1.0,1.0
meta.llama4-maverick-17b-instruct-v1-0,cited_span_set_agreement,60,2,2,1,-0.403069,rejected,-0.458681,-0.055611,0.0,0.254177,1.0,1.0
meta.llama4-maverick-17b-instruct-v1-0,cited_span_set_agreement,60,2,3,1,-0.403069,rejected,-0.464861,-0.061792,0.0,0.257512,1.0,1.0
meta.llama4-maverick-17b-instruct-v1-0,cited_span_set_agreement,60,2,5,1,-0.403069,rejected,-0.460667,-0.057597,0.0,0.254182,1.0,1.0
meta.llama4-maverick-17b-instruct-v1-0,cited_span_set_agreement,60,3,2,1,-0.403069,rejected,-0.415278,-0.012208,0.0,0.228649,1.0,1.0
meta.llama4-maverick-17b-instruct-v1-0,cited_span_set_agreement,60,3,3,1,-0.403069,rejected,-0.422068,-0.018998,0.0,0.211156,1.0,1.0
meta.llama4-maverick-17b-instruct-v1-0,cited_span_set_agreement,60,3,5,1,-0.403069,rejected,-0.41913,-0.01606,0.0,0.210545,1.0,1.0
meta.llama4-maverick-17b-instruct-v1-0,cited_span_set_agreement,60,5,2,1,-0.403069,rejected,-0.401528,0.001542,0.0,0.22903,1.0,1.0
meta.llama4-maverick-17b-instruct-v1-0,cited_span_set_agreement,60,5,3,1,-0.403069,rejected,-0.408583,-0.005514,0.0,0.206012,1.0,1.0
meta.llama4-maverick-17b-instruct-v1-0,cited_span_set_agreement,60,5,5,1,-0.403069,rejected,-0.406628,-0.003558,0.0,0.218022,1.0,1.0
meta.llama4-maverick-17b-instruct-v1-0,cited_span_set_agreement,60,8,2,1,-0.403069,rejected,-0.397552,0.005517,0.0,0.221201,1.0,1.0
meta.llama4-maverick-17b-instruct-v1-0,cited_span_set_agreement,60,8,3,1,-0.403069,rejected,-0.405463,-0.002394,0.0,0.214414,1.0,1.0
meta.llama4-maverick-17b-instruct-v1-0,cited_span_set_agreement,60,8,5,1,-0.403069,rejected,-0.403069,0.0,0.0,0.214666,1.0,1.0
meta.llama4-maverick-17b-instruct-v1-0,extracted_span_set_agreement,10,2,2,40,-0.321651,rejected,-0.373594,-0.051943,0.137515,0.564395,0.55,1.0
meta.llama4-maverick-17b-instruct-v1-0,extracted_span_set_agreement,10,2,3,40,-0.321651,rejected,-0.418549,-0.096898,0.143121,0.597135,0.625,1.0
meta.llama4-maverick-17b-instruct-v1-0,extracted_span_set_agreement,10,2,5,40,-0.321651,rejected,-0.374438,-0.052787,0.133668,0.575876,0.5,1.0
meta.llama4-maverick-17b-instruct-v1-0,extracted_span_set_agreement,10,3,2,40,-0.321651,rejected,-0.352125,-0.030474,0.105464,0.521122,0.725,1.0
meta.llama4-maverick-17b-instruct-v1-0,extracted_span_set_agreement,10,3,3,40,-0.321651,rejected,-0.370977,-0.049326,0.106241,0.521437,0.825,1.0
meta.llama4-maverick-17b-instruct-v1-0,extracted_span_set_agreement,10,3,5,40,-0.321651,rejected,-0.319442,0.002209,0.104399,0.506998,0.575,1.0
meta.llama4-maverick-17b-instruct-v1-0,extracted_span_set_agreement,10,5,2,40,-0.321651,rejected,-0.363858,-0.042208,0.100583,0.487308,0.825,1.0
meta.llama4-maverick-17b-instruct-v1-0,extracted_span_set_agreement,10,5,3,40,-0.321651,rejected,-0.333675,-0.012024,0.108307,0.475556,0.75,1.0
meta.llama4-maverick-17b-instruct-v1-0,extracted_span_set_agreement,10,5,5,40,-0.321651,rejected,-0.3386,-0.016949,0.112422,0.466387,0.7,1.0
meta.llama4-maverick-17b-instruct-v1-0,extracted_span_set_agreement,10,8,2,40,-0.321651,rejected,-0.303114,0.018537,0.111425,0.442822,0.625,1.0
meta.llama4-maverick-17b-instruct-v1-0,extracted_span_set_agreement,10,8,3,40,-0.321651,rejected,-0.334529,-0.012878,0.109298,0.472547,0.675,1.0
meta.llama4-maverick-17b-instruct-v1-0,extracted_span_set_agreement,10,8,5,40,-0.321651,rejected,-0.32436,-0.002709,0.104209,0.451598,0.775,1.0
meta.llama4-maverick-17b-instruct-v1-0,extracted_span_set_agreement,20,2,2,40,-0.321651,rejected,-0.398047,-0.076396,0.087373,0.422597,0.925,1.0
meta.llama4-maverick-17b-instruct-v1-0,extracted_span_set_agreement,20,2,3,40,-0.321651,rejected,-0.383312,-0.061662,0.077196,0.431391,0.95,1.0
meta.llama4-maverick-17b-instruct-v1-0,extracted_span_set_agreement,20,2,5,40,-0.321651,rejected,-0.397185,-0.075535,0.080767,0.425133,0.9,1.0
meta.llama4-maverick-17b-instruct-v1-0,extracted_span_set_agreement,20,3,2,40,-0.321651,rejected,-0.322354,-0.000703,0.080453,0.375716,0.875,1.0
meta.llama4-maverick-17b-instruct-v1-0,extracted_span_set_agreement,20,3,3,40,-0.321651,rejected,-0.324495,-0.002845,0.074149,0.378835,0.9,1.0
meta.llama4-maverick-17b-instruct-v1-0,extracted_span_set_agreement,20,3,5,40,-0.321651,rejected,-0.295133,0.026517,0.07859,0.35594,0.875,1.0
meta.llama4-maverick-17b-instruct-v1-0,extracted_span_set_agreement,20,5,2,40,-0.321651,rejected,-0.3586,-0.036949,0.075737,0.348533,0.975,1.0
meta.llama4-maverick-17b-instruct-v1-0,extracted_span_set_agreement,20,5,3,40,-0.321651,rejected,-0.348057,-0.026406,0.069132,0.355769,1.0,1.0
meta.llama4-maverick-17b-instruct-v1-0,extracted_span_set_agreement,20,5,5,40,-0.321651,rejected,-0.332051,-0.0104,0.071284,0.343901,1.0,1.0
meta.llama4-maverick-17b-instruct-v1-0,extracted_span_set_agreement,20,8,2,40,-0.321651,rejected,-0.316832,0.004818,0.067558,0.337476,0.975,1.0
meta.llama4-maverick-17b-instruct-v1-0,extracted_span_set_agreement,20,8,3,40,-0.321651,rejected,-0.335685,-0.014034,0.064468,0.338384,1.0,1.0
meta.llama4-maverick-17b-instruct-v1-0,extracted_span_set_agreement,20,8,5,40,-0.321651,rejected,-0.315581,0.00607,0.06105,0.324458,1.0,1.0
meta.llama4-maverick-17b-instruct-v1-0,extracted_span_set_agreement,30,2,2,40,-0.321651,rejected,-0.386667,-0.065016,0.059791,0.350922,1.0,1.0
meta.llama4-maverick-17b-instruct-v1-0,extracted_span_set_agreement,30,2,3,40,-0.321651,rejected,-0.386255,-0.064604,0.05865,0.351125,0.975,1.0
meta.llama4-maverick-17b-instruct-v1-0,extracted_span_set_agreement,30,2,5,40,-0.321651,rejected,-0.382881,-0.06123,0.055004,0.348476,1.0,1.0
meta.llama4-maverick-17b-instruct-v1-0,extracted_span_set_agreement,30,3,2,40,-0.321651,rejected,-0.324597,-0.002946,0.047574,0.309882,1.0,1.0
meta.llama4-maverick-17b-instruct-v1-0,extracted_span_set_agreement,30,3,3,40,-0.321651,rejected,-0.324542,-0.002891,0.051111,0.300739,1.0,1.0
meta.llama4-maverick-17b-instruct-v1-0,extracted_span_set_agreement,30,3,5,40,-0.321651,rejected,-0.328377,-0.006726,0.053489,0.297835,1.0,1.0
meta.llama4-maverick-17b-instruct-v1-0,extracted_span_set_agreement,30,5,2,40,-0.321651,rejected,-0.335197,-0.013546,0.056509,0.281189,1.0,1.0
meta.llama4-maverick-17b-instruct-v1-0,extracted_span_set_agreement,30,5,3,40,-0.321651,rejected,-0.347038,-0.025387,0.048229,0.289684,1.0,1.0
meta.llama4-maverick-17b-instruct-v1-0,extracted_span_set_agreement,30,5,5,40,-0.321651,rejected,-0.327776,-0.006125,0.046302,0.277721,1.0,1.0
meta.llama4-maverick-17b-instruct-v1-0,extracted_span_set_agreement,30,8,2,40,-0.321651,rejected,-0.330281,-0.00863,0.05875,0.277151,1.0,1.0
meta.llama4-maverick-17b-instruct-v1-0,extracted_span_set_agreement,30,8,3,40,-0.321651,rejected,-0.327504,-0.005853,0.042006,0.281991,1.0,1.0
meta.llama4-maverick-17b-instruct-v1-0,extracted_span_set_agreement,30,8,5,40,-0.321651,rejected,-0.313168,0.008483,0.048305,0.271261,1.0,1.0
meta.llama4-maverick-17b-instruct-v1-0,extracted_span_set_agreement,40,2,2,40,-0.321651,rejected,-0.388841,-0.06719,0.034577,0.309077,1.0,1.0
meta.llama4-maverick-17b-instruct-v1-0,extracted_span_set_agreement,40,2,3,40,-0.321651,rejected,-0.398411,-0.076761,0.041291,0.305624,1.0,1.0
meta.llama4-maverick-17b-instruct-v1-0,extracted_span_set_agreement,40,2,5,40,-0.321651,rejected,-0.380684,-0.059034,0.034469,0.300494,1.0,1.0
meta.llama4-maverick-17b-instruct-v1-0,extracted_span_set_agreement,40,3,2,40,-0.321651,rejected,-0.325597,-0.003946,0.034262,0.269783,1.0,1.0
meta.llama4-maverick-17b-instruct-v1-0,extracted_span_set_agreement,40,3,3,40,-0.321651,rejected,-0.33561,-0.013959,0.042673,0.268392,1.0,1.0
meta.llama4-maverick-17b-instruct-v1-0,extracted_span_set_agreement,40,3,5,40,-0.321651,rejected,-0.326478,-0.004828,0.03976,0.262544,1.0,1.0
meta.llama4-maverick-17b-instruct-v1-0,extracted_span_set_agreement,40,5,2,40,-0.321651,rejected,-0.341465,-0.019814,0.038563,0.2512,1.0,1.0
meta.llama4-maverick-17b-instruct-v1-0,extracted_span_set_agreement,40,5,3,40,-0.321651,rejected,-0.330214,-0.008563,0.037455,0.240849,1.0,1.0
meta.llama4-maverick-17b-instruct-v1-0,extracted_span_set_agreement,40,5,5,40,-0.321651,rejected,-0.326882,-0.005231,0.039122,0.245305,1.0,1.0
meta.llama4-maverick-17b-instruct-v1-0,extracted_span_set_agreement,40,8,2,40,-0.321651,rejected,-0.325521,-0.003871,0.033655,0.241336,1.0,1.0
meta.llama4-maverick-17b-instruct-v1-0,extracted_span_set_agreement,40,8,3,40,-0.321651,rejected,-0.326483,-0.004832,0.03581,0.241842,1.0,1.0
meta.llama4-maverick-17b-instruct-v1-0,extracted_span_set_agreement,40,8,5,40,-0.321651,rejected,-0.318562,0.003089,0.040032,0.235038,1.0,1.0
meta.llama4-maverick-17b-instruct-v1-0,extracted_span_set_agreement,60,2,2,1,-0.321651,rejected,-0.391319,-0.069669,0.0,0.266704,1.0,1.0
meta.llama4-maverick-17b-instruct-v1-0,extracted_span_set_agreement,60,2,3,1,-0.321651,rejected,-0.392176,-0.070525,0.0,0.243222,1.0,1.0
meta.llama4-maverick-17b-instruct-v1-0,extracted_span_set_agreement,60,2,5,1,-0.321651,rejected,-0.383444,-0.061794,0.0,0.255559,1.0,1.0
meta.llama4-maverick-17b-instruct-v1-0,extracted_span_set_agreement,60,3,2,1,-0.321651,rejected,-0.333704,-0.012053,0.0,0.209051,1.0,1.0
meta.llama4-maverick-17b-instruct-v1-0,extracted_span_set_agreement,60,3,3,1,-0.321651,rejected,-0.33463,-0.012979,0.0,0.223048,1.0,1.0
meta.llama4-maverick-17b-instruct-v1-0,extracted_span_set_agreement,60,3,5,1,-0.321651,rejected,-0.327185,-0.005534,0.0,0.217235,1.0,1.0
meta.llama4-maverick-17b-instruct-v1-0,extracted_span_set_agreement,60,5,2,1,-0.321651,rejected,-0.3385,-0.016849,0.0,0.214348,1.0,1.0
meta.llama4-maverick-17b-instruct-v1-0,extracted_span_set_agreement,60,5,3,1,-0.321651,rejected,-0.338426,-0.016775,0.0,0.194115,1.0,1.0
meta.llama4-maverick-17b-instruct-v1-0,extracted_span_set_agreement,60,5,5,1,-0.321651,rejected,-0.331544,-0.009894,0.0,0.2136,1.0,1.0
meta.llama4-maverick-17b-instruct-v1-0,extracted_span_set_agreement,60,8,2,1,-0.321651,rejected,-0.327696,-0.006045,0.0,0.184617,1.0,1.0
meta.llama4-maverick-17b-instruct-v1-0,extracted_span_set_agreement,60,8,3,1,-0.321651,rejected,-0.328084,-0.006433,0.0,0.20312,1.0,1.0
meta.llama4-maverick-17b-instruct-v1-0,extracted_span_set_agreement,60,8,5,1,-0.321651,rejected,-0.321651,0.0,0.0,0.20617,1.0,1.0
